system_name,x,y,z,population,stations_name,stations_type,stations_distance_to_star,Stations_controlling_minor_faction_id
Maringpho,-27.59375,156.75,-9.25,15855,Overmyer Hub,Industrial Outpost,348,58884
HIP 62686,12.03125,123.90625,8.84375,27827,Laue City,Industrial Outpost,594476,71314
Asles,79.53125,115.0625,-22.9375,2192,Meuron Station,Orbis Starport,26,3228
Idungbates,42.8125,-37.875,87.5,4026672,Lazutkin Settlement,Industrial Outpost,775,39824
Aongi,5.125,-32.4375,-64.8125,4376061,Appel Orbital,Scientific Outpost,2246,8309
CD-46 12902,6.59375,-21.28125,47.53125,916617131,Alcala Hub,Orbis Starport,347,68290
Hakkaia,104.96875,-12.6875,-34.25,503116780,Kaufmanis Hub,Orbis Starport,593751,45776
Themiscrya,38.3125,-107.875,-6.9375,500000,Irvin Station,Coriolis Starport,562,38115
GD 219,-48.65625,0.125,41.6875,3972954,Clervoy Gateway,Industrial Outpost,476,26251
Anareldt,56.5,-20.75,116.9375,1731,Duke Survey,Civilian Outpost,50,49705
Njang,-40.1875,-11.875,-141.90625,1478,Dorsett Terminal,Industrial Outpost,2830,26091
Konejandi,-14.96875,-19.375,-128.5,1731,Low Orbital,Civilian Outpost,71,27580
Djen,113.4375,-170.5625,-5.09375,3508,Brendan Gateway,Civilian Outpost,41,26440
Kolyawa,-75.09375,-31.84375,-34.09375,4247639,Barcelona Terminal,Coriolis Starport,44,18932
Yakshapoos,-106.78125,-48.125,108.6875,978,Cousteau Platform,Industrial Outpost,310336,54102
Regulus,37.875,60.1875,-35.0625,15448470,Hutchinson Colony,Mining Outpost,707,47352
109 Virginis,6.0625,106.09375,82.40625,3346239,Conrad Holdings,Civilian Outpost,1812,19661
Hydrae Sector JH-V b2-3,91.625,83.25,72.59375,37280,Schmitz Vision,Planetary Outpost,,
Geirobri,148.46875,-117.125,21.5625,4011304,Griffith Survey,Mining Outpost,6928,54979
Babaradhbh,-26.34375,-74.09375,-129.25,1672811,Melbourne Park,Orbis Starport,7784,1085
Zugen,-23.375,5.40625,38.40625,31163,Ikeya Prospect,Civilian Outpost,122565,4712
Alawaiteri,139.09375,34.53125,24.125,3110,Timofeyevich Co-operative,Coriolis Starport,206,2106
Akualanu,63.78125,-128.5,3,772138,Barr City,Ocellus Starport,3486,37839
Apaticultu,38.78125,-30.25,-83.65625,5360709,Bentham Hub,Coriolis Starport,1828,2044
Brigan,160.40625,-39.3125,-38.84375,1209,Vaucanson Market,Orbis Starport,7823,21829
Ocainawaka,-49.90625,-149.625,-56.59375,1927,Dahm Port,Mining Outpost,931,75089
HIP 50216,-9.1875,118.3125,-82.5625,3025,Charnas Terminal,Civilian Outpost,18810,7007
Awonawilona,118.78125,-102.34375,90.375,2863,Thiele Hub,Coriolis Starport,26,25027
T Tauri,-32.96875,-206.40625,-557.3125,10000,Chretien Terminal,Industrial Outpost,628,23575
Caill,85.65625,40.875,7.40625,2312346,Asaro Landing,Industrial Outpost,174452,21381
CD-48 3774,107.90625,-12.1875,-7.46875,2413751,Frechet Station,Coriolis Starport,658,50559
Korwali,-113.21875,-59.84375,-7.5,3820,Khan City,Commercial Outpost,380,299
Gluskapuru,15.78125,-5.40625,-135.875,1329,Atwood Terminal,Industrial Outpost,326555,74900
Tauls,-16.4375,162.15625,-44.1875,1352,Kirkwood Platform,Industrial Outpost,383,6040
Atuathli,-102.96875,-21.71875,-39.59375,1502054,Smith Exchange,Orbis Starport,77,10924
Renpa,191.3125,-124.71875,35.21875,4648,Melvin Dock,Commercial Outpost,578,24589
BD-06 2528,80.4375,29.40625,-68.5625,1729,Reilly's Retreat,Coriolis Starport,458,5878
Susang,-162.4375,-13.15625,57.15625,20052,Narbeth Relay,Civilian Outpost,464,57032
Kolewixil,128.28125,-93.21875,-75.21875,1855,Bresnik Terminal,Mining Outpost,20,28826
Apatugans,57.9375,-240.84375,40.6875,6683,Birkeland Platform,Coriolis Starport,473,2044
SPOCS 681,28.9375,34.625,109.625,28612,Stephenson Hub,Industrial Outpost,1111,75824
Kotian,-50.75,-127.625,36.09375,1149756014,Hopkinson Vision,Industrial Outpost,1392,69444
HIP 27633,162.90625,-97.8125,29.5,3277,Rutherford Landing,Civilian Outpost,26055,18032
23 Librae,26.46875,38.59375,71.5,2174,Kizim Station,Industrial Outpost,112,43191
Kebe,33.375,9.1875,-144.53125,17906,Wheelock Port,Civilian Outpost,997,3026
8 Alpha-1 Libra,19.46875,45.625,56.125,14993989,Lorenz Station,Coriolis Starport,1795,53307
Andijin,-46.8125,81,76.90625,10864,Dirac City,Industrial Outpost,1212,2505
44 chi Draconis,-22.5625,12.375,-5.40625,42750,Druillet Dock,Ocellus Starport,1263,65713
Badbh,22.46875,-222.75,-43.625,3181,McMahon Dock,Industrial Outpost,149,54942
Nuneti,-122.46875,-44.28125,-63.84375,921971,Smirnova Relay,Orbis Starport,215,13044
Vesuvivis,44.375,-91.875,153.53125,1225,Fisher Terminal,Orbis Starport,343,67059
Contegus,-81.8125,-15.8125,39.1875,79230,Tavares Outpost,Industrial Outpost,151511,66985
Mopanekpen,-78.75,-41.46875,-115.625,2783,Onizuka Oasis,Coriolis Starport,281,15202
Saktassura,-92.65625,-52.5625,-88.875,1563,Mitchell City,Industrial Outpost,779,58332
Ceginus,-92.1875,135.59375,43.71875,14765,Weber Terminal,Orbis Starport,524,71440
Aleut,-136.375,-68.40625,6.78125,2620,Doi Works,Industrial Outpost,799,26191
LTT 4789,77.4375,79.6875,42.65625,2295,Staus City,Industrial Outpost,261505,37655
Baganhau,22.8125,-166.53125,92.5,67800,Elcano Platform,Industrial Outpost,2284,37813
Mafthrasika,-36.34375,-78.15625,150.9375,138485,Onufriyenko Prospect,Civilian Outpost,1372,56553
Bugayaman,55.0625,87.28125,56.78125,5317032,Euclid Station,Coriolis Starport,2928,672
Kemurukamar,70.03125,-97.1875,-139.34375,5177418,Goldschmidt Terminal,Civilian Outpost,2080,13778
HIP 108228,-122.09375,-85.25,46,1865129,Kingsmill Ring,Coriolis Starport,309,1246
17 Kappa-1 Bootis,-73.28125,132.375,-7.34375,8264847,Reamy Dock,Coriolis Starport,1774,18979
Nunet,102.8125,-3.03125,7,20962,Peters Holm,Orbis Starport,96,10033
Pontae,33.46875,68.84375,90.46875,553115904,Ross Installation,Industrial Outpost,71,63142
72 Herculis,-32.875,24.6875,22.21875,6478393,Coulomb Terminal,Coriolis Starport,25,8032
Ao Kach,-112.5,69.71875,-109.46875,1576,Laming Orbital,Orbis Starport,628,17127
Baka'wa,-86.6875,-32.90625,5.75,30989,Jones Mine,Mining Outpost,931,31475
Akbakshu,141.96875,-193.625,120.03125,7480,Hinz Hub,Coriolis Starport,418,7589
Ezerishapa,-99.46875,0.9375,82.0625,1691342473,Chang-Diaz Orbital,Industrial Outpost,56,26258
HIP 115370,-126.15625,-101.71875,-14.3125,2677,Lichtenberg Dock,Ocellus Starport,1192,57500
HIP 55159,132.15625,51.8125,32.90625,1106,Akers Stop,Industrial Outpost,1354,3009
Sosoling,43.15625,-19.46875,42.375,4239005,Al-Farabi Station,Industrial Outpost,1930,37284
HIP 50194,4.8125,131.65625,-88.625,10732,Mastracchio Terminal,Industrial Outpost,166,39624
Djangandra,-21.40625,-219.9375,89.21875,24740,Hoffman Terminal,Industrial Outpost,2388,14111
HIP 83099,3.59375,32.5625,168.03125,1084743,Dann Port,Industrial Outpost,1094,1574
Gabietye,-29.84375,-62.875,61.9375,2135239,Bethe Station,Industrial Outpost,2729,20683
47 Arietis,-32.03125,-58.4375,-85.25,56558,Bain Dock,Commercial Outpost,3265,25035
Asangbal,83.5625,-22.53125,147.28125,935,Bullialdus Settlement,Civilian Outpost,211,43596
Cigu,-5.78125,-45.8125,135.4375,1255,Roosa Port,Coriolis Starport,406,29256
Cabassones,-11.34375,-97.0625,23.46875,27527,Bohr Port,Mining Outpost,7834,43344
Meri,-10.8125,-25.40625,-44.40625,45360,Stafford Terminal,Orbis Starport,778,41235
Cabrua,25,-216.59375,34.46875,3278,Pacheco Dock,Ocellus Starport,949,13092
Jamurt,-27.90625,25.4375,160,2404,Aksyonov Mines,Mining Outpost,413,28709
Amarakaeri,-4.625,37,135.65625,2688,Robson Hub,Orbis Starport,18160,35750
Luo Wang,62.84375,-123,-97.21875,3825,Leonov Settlement,Coriolis Starport,4803,27715
Albassapic,130.15625,-65.1875,83.5,4521,Thirsk Relay,Industrial Outpost,34,20331
HIP 96515,28.90625,-68.0625,122.5,2518,Reightler Relay,Civilian Outpost,769,39468
Asege,-5.375,-131.8125,103.65625,2395,Glidden Terminal,Ocellus Starport,206,21780
Achian,-154.8125,-3.28125,30.4375,3365355,Wigura Orbital,Coriolis Starport,307,42502
Godhay,82.34375,82.375,110.0625,134102,Pauling Settlement,Industrial Outpost,789,41550
Aobriguites,-139.90625,114.625,18.40625,2910,Vespucci Station,Industrial Outpost,14,71773
HIP 10012,34.5625,-176.9375,-44.75,2755671,Woolley City,Coriolis Starport,104,58430
Aurawala,146.09375,-104.75,88.71875,18039,Thomson Orbital,Orbis Starport,449,56109
Wulunges,171.9375,-171.625,-2.96875,4980,Michael Station,Coriolis Starport,340,36936
Djakam,24.1875,80.5,-60.09375,3274151,Perrine Landing,Industrial Outpost,555,575
Hayanzib,57.8125,-99.9375,123.28125,2056361,Chargaff Market,Orbis Starport,263,58771
Bacara,-28.59375,-81.3125,40.3125,22243,Cormack Hub,Orbis Starport,141,75193
Ovinnik,124.75,-76.4375,77.03125,126109,Lintott Vision,Industrial Outpost,30720,69840
Chanses,-21.875,-109.375,72,3568594,Vela City,Industrial Outpost,475,50162
Ackycha,-29.03125,39.8125,-25.03125,47185,McDermott Enterprise,Coriolis Starport,2597,18769
Bolones,10.4375,-41.375,75.5,22046,Fox Dock,Orbis Starport,455,69836
Nann,117.4375,97.75,60.8125,12394,Sagan Outpost,Industrial Outpost,622,5779
Banya,40.84375,30.03125,-99.0625,3539,Fan Mines,Mining Outpost,77,33190
Latucan,-92.53125,-137.65625,12.6875,16920,Romer Orbital,Civilian Outpost,209,20164
Aruan,-85.78125,-117.78125,-1.40625,5222,Lacaille Prospect,Coriolis Starport,39,19626
Winians,-138.46875,-70.59375,80.40625,4993,Gaspar de Portola Dock,Orbis Starport,669,71791
Nat9481,29.09375,-41.75,-99.09375,50,Glushko City,Civilian Outpost,22359,67873
7 Kappa Delphini,-76.78125,-31.78125,52.40625,32524,Wilhelm Station,Coriolis Starport,243,27022
Mayapok,48.53125,-182.90625,-19.96875,54979,Julian Settlement,Civilian Outpost,245,75033
Arabrigur,-0.5,-149.15625,86.96875,5172586,Newcomb Dock,Coriolis Starport,1225,74977
BD+02 305,-8.90625,-28.84375,-17.90625,7990921,Berners-Lee Hub,Coriolis Starport,29,68469
Bhaguthians,110.375,87.5,9.09375,1363,Crossfield Stop,Industrial Outpost,1256,5061
G 41-14,7.9375,7.71875,-9.4375,3065518,Kovalevskaya Refinery,Ocellus Starport,2875,59405
Beta Pavonis,55.875,-80.375,93.125,134551,Bulychev Relay,Industrial Outpost,366,26798
Malpi,-144.78125,31.6875,-15.5625,1414,Fulton City,Coriolis Starport,814,15400
Bugaguti,150.96875,-200.09375,103.375,4115,Wnuk-Lipinski Freeport,Civilian Outpost,203,16791
Orgelma,110,-10.0625,-113.21875,2844,Bunch Gateway,Orbis Starport,280,5314
Bommatsuri,10.03125,-104.3125,-55.53125,413005256,Haise Horizons,Coriolis Starport,1841,29971
HIP 2201,-53,-141.8125,-17.78125,13893,Dyson Station,Civilian Outpost,25,75181
Poponteno,51.65625,-67.1875,-92.28125,3063,Magnus Landing,Civilian Outpost,1921,37333
Teurbolg,-143.25,-63.875,-57.25,959,Moore Dock,Mining Outpost,802,42809
Kupoli,66.78125,-55.75,-70.59375,3093,Lorrah Terminal,Industrial Outpost,732,6555
Bidja,-40.5,-43.875,19.59375,1571,White City,Coriolis Starport,2577,22181
HIP 7154,105.65625,-229.21875,33.5,7255,Hottot Station,Industrial Outpost,11,13480
Cuacocha,-27.6875,-37.6875,10.90625,26625,Dilworth Hub,Orbis Starport,162,3475
BD+37 2416,-22.96875,103.25,3.59375,21850,Babcock Dock,Industrial Outpost,264,11485
Amenni,53.9375,44.65625,56.90625,1338,Morris Ring,Coriolis Starport,191,44677
Daikul,114.0625,106.78125,-104.15625,3596,Saberhagen Station,Industrial Outpost,51,55568
Nipitio,62.5,2.40625,140.6875,3241,Coulter Vision,Coriolis Starport,2520,11202
HIP 17719,-46.46875,-23.9375,-108.34375,4167,Bradley Prospect,Mining Outpost,1811,139
Ardiaei,-118.09375,-50.34375,54.09375,4142,Margulies Mines,Industrial Outpost,2915,68734
Copian Xing,-83.65625,-26.8125,-45.21875,2184095,Volta Ring,Civilian Outpost,39,41699
BD+29 3029,-54.03125,37.90625,40.59375,32610,Liska Dock,Industrial Outpost,2986,69887
Apino,100.625,-73.34375,58.53125,25151,Clauss Hub,Orbis Starport,81,1914
Saliti,-109.09375,97.8125,-34.65625,2113,Lindsey Hub,Coriolis Starport,2221,7050
Belgae,36.53125,-43.875,-111.9375,12744,Virtanen Gateway,Coriolis Starport,136,48874
Ngarguna,26.03125,-21.6875,96.21875,20533,Rees Enterprise,Coriolis Starport,2374,12459
HIP 84838,-96.0625,74.875,89.375,3060,Fujimori Terminal,Mining Outpost,186,49574
Angandracab,124.1875,-59.9375,31.1875,1860,Sugano Hub,Coriolis Starport,704,22154
Ross 709,-54.625,19.65625,41.34375,50588,al-Din al-Urdi Orbital,Orbis Starport,132,55775
Achar,-41.25,92.6875,-91.5625,14578,Cremona Settlement,Civilian Outpost,2310,8933
Aracente,90.28125,-44.3125,54.75,63131,Lopez de Legazpi Ring,Coriolis Starport,67,22748
Cagnir,21.21875,143.0625,-72.46875,1268,Graham Terminal,Orbis Starport,755,8576
Ardh,99.5625,2.46875,1.78125,4889,Maria's Rest,Orbis Starport,459,5878
HIP 110105,140.0625,-177,151.03125,32788,Eilenberg Port,Industrial Outpost,96,62687
Atroan,-46.09375,-100.71875,-154.375,1358,Szentmartony Orbital,Commercial Outpost,224,64615
Kpannon Di,-97.25,-70.40625,-95.03125,1702,Bolton Orbital,Coriolis Starport,182,26340
Latola,28.34375,131.625,69.75,2104209,Piercy City,Civilian Outpost,2452,34827
Carvii,70.34375,-63.0625,122.65625,4151,Margulies Freeport,Civilian Outpost,1045,43330
Bragpurukab,-21.28125,-22.9375,97.71875,1867596,Meyrink Orbital,Coriolis Starport,7,75069
Eleutsi,75.8125,17.78125,100.3125,3495,McArthur Terminal,Orbis Starport,12,53686
LTT 4312,81.375,53.40625,21.25,3367010,Harbaugh Station,Coriolis Starport,78,70137
Ahti,4.0625,-79.09375,-7.71875,32560,Gardner Landing,Coriolis Starport,1452,23426
Loponnaruai,-100.90625,-99.125,-81.84375,1391,Furukawa Terminal,Civilian Outpost,53959,45700
Abukunn,81.1875,-142.25,119.46875,3201,Tarter Dock,Orbis Starport,174,22112
Rhiannon,-22.90625,-42.09375,-8.84375,2234232,Hutton Colony,Civilian Outpost,2741,72326
HIP 1003,-3.03125,-155.5625,23.53125,2376,Fulton Hangar,Civilian Outpost,1500,25493
Paeling,59.125,11.15625,134.21875,2723,Nomura Port,Mining Outpost,39,18953
BD+38 3327,-89.0625,27.90625,35,1375,Parker City,Ocellus Starport,12,34134
HIP 102868,149.21875,-118.875,128.78125,1931,Walotsky Sanctuary,Mining Outpost,24,51437
Beiwe,28.90625,-47,-13.625,5629056,Dana Port,Coriolis Starport,208743,54014
Gitxsangni,111.5,-36.03125,69.96875,5189387,Mendeleev Gateway,Orbis Starport,696,45944
Agulmasci,-17.84375,-30.375,118.0625,1532,West Gateway,Coriolis Starport,405,1082
Col 285 Sector YF-M c8-8,26.8125,162.78125,-20.1875,205,Fincke Colony,Mining Outpost,538,14855
Bavaringoni,-34.65625,-26.65625,47.6875,1895,Warren Prison Mine,Coriolis Starport,19,5712
Aulebegus,-28.15625,-44.21875,-47.09375,2030098,Piaget Orbital,Coriolis Starport,1200,75685
Lemayak,-171.875,-102.5,33.96875,9080,Sagan Gateway,Orbis Starport,1701,502
LP 447-38,-34.6875,29.28125,41.53125,47865,Bullialdus Hub,Coriolis Starport,660,36908
Orishiali,-63.8125,-99.6875,100.5625,2238,Fourneyron Orbital,Civilian Outpost,15206,24864
Mannona,-79.875,40.09375,37.59375,29350,Murphy Dock,Coriolis Starport,86,33833
BD+05 2131,44.03125,40.375,-43.875,5873798,Slade Settlement,Mining Outpost,218,61909
Antanasata,-183.84375,-55.21875,38.78125,1411,Grunsfeld Outpost,Civilian Outpost,647,7922
Lyncis Sector MN-T b3-1,-88.46875,68.375,-136.65625,554835,Phillips Legacy,Planetary Port,368,54023
BD+14 2955,-34.1875,78.78125,70.84375,1348,Jones Vision,Industrial Outpost,402,51218
HIP 1672,142.34375,-230.8125,110.375,21430,Wiberg Hub,Orbis Starport,9,18833
Bhada,64.03125,-35.8125,8.84375,17206,Kovalevskaya Dock,Civilian Outpost,608,67555
Aguaroing,57.53125,-39.1875,141.625,1781,Lee Horizons,Industrial Outpost,13,12917
Jupagalk,64.5625,-130.78125,-54.03125,3835,Hornoch Dock,Coriolis Starport,310,5872
Synteri,-121,-87.53125,65.65625,2568,Hyecho Port,Ocellus Starport,1275,34923
Gangbetae,-103.625,-31.21875,92.6875,1796,Hedin Gateway,Orbis Starport,2665,34346
Balante,-34.21875,-66.1875,-102.15625,1398651,Dixon Station,Mining Outpost,1089,69692
Ngurungo,58.03125,-113.375,43.4375,3920,Underwood Stop,Mining Outpost,873,18715
Olurung,32.9375,-27.21875,-71.40625,1990,Bell Gateway,Coriolis Starport,186222,69826
Tjurodo,146.15625,-175.375,48.78125,2382,Potagos Vision,Coriolis Starport,373,38743
Rukarwadja,100.90625,-184.125,39.625,9529603064,Carver Mines,Military Outpost,2625,60990
CD-73 253,103.28125,-64.84375,27.28125,45000,Celebi Hub,Industrial Outpost,6,72321
Aegidal,127.65625,54.09375,-81.65625,12475,Diamond Port,Coriolis Starport,13721,43204
HIP 14684,14.90625,-96.6875,-72.96875,55756,Coulter Hub,Mining Outpost,9,13202
Kuunggati,-89.09375,33.34375,-28.4375,1630032,Yang Hub,Coriolis Starport,444,20269
Bang Mu,-77.71875,-42.5,15.5,28668,Harbaugh Hub,Civilian Outpost,37,36341
Kundalini,161.53125,-161.59375,-56.4375,5236,Nicholson Terminal,Orbis Starport,1629,26562
Ross 769,-26.34375,-38.09375,42.03125,2989,Sunyaev Hub,Coriolis Starport,765,18752
NLTT 14641,97.625,-65.1875,35.03125,68713,Ford Gateway,Ocellus Starport,2371,56385
Stribes,115.25,-98.46875,-60.21875,4307,Keeler Horizons,Coriolis Starport,354,32633
HIP 73128,-23.9375,153.09375,96.625,2634,Ulloa Dock,Orbis Starport,95923,41523
Caria,59.40625,-123.75,-73.46875,4565433,Thiele Port,Orbis Starport,527,52427
CD-49 1643,84.84375,-62,-21.21875,4277574,Veach Hangar,Civilian Outpost,8,30843
HIP 72753,-42.78125,128.59375,50.84375,1758,Hubble Gateway,Scientific Outpost,30538,70634
Ahmetes,116.5625,-96.71875,89.625,1805,Jameson Memorial,Orbis Starport,326,75799
BPM 590,-2.40625,-105.5625,0.6875,5841202,Lyne Holdings,Military Outpost,2368,44027
Aurgel,89.125,-96.28125,32.4375,23626,Sharipov Hub,Coriolis Starport,5488,39670
Djabushis,-30.96875,-31.90625,34.0625,2393085,Low Enterprise,Ocellus Starport,368,75317
Dharawal,-106.125,2.65625,73.09375,1713,Pettit Port,Commercial Outpost,417,54347
Akba Ataci,-36.125,-73.40625,49.21875,21114,Zhen Dock,Coriolis Starport,1928,42502
Harram,-6.03125,-0.75,111.625,1143,Zander Vision,Scientific Outpost,656,12608
Annar,19.96875,-132.9375,53.5625,66255,Bosch Dock,Orbis Starport,158,38238
HIP 56791,137.59375,128.59375,23.78125,2653,Gaensler City,Orbis Starport,200,3495
Baraluhet,-29.40625,-19.71875,-119.125,2364,Giles Colony,Industrial Outpost,773,55804
Angirasa,71.625,44.21875,140.125,3589,Teng-hui Gateway,Industrial Outpost,53,50226
HIP 114746,-15.4375,-112.96875,40.0625,2018,Manakov Orbital,Ocellus Starport,46,12816
Juipedi,90.96875,-13.28125,74.84375,4498096,Maunder Hub,Civilian Outpost,2160,35336
G 107-65,-6.59375,22.625,-48.0625,2051,Hurston Hub,Industrial Outpost,2399,47579
Apotec,-122.96875,110.15625,-9.375,2569,Quator Station,Coriolis Starport,141,1376
Narvernaca,-21.15625,-150.625,107.4375,4064,Hussenot Station,Industrial Outpost,125,5897
Eburnatiate,-26.53125,-136.96875,-32.03125,1237,Yaping City,Industrial Outpost,496,54937
Hementrim,-160.4375,13.90625,-70.125,124160,Remek Platform,Civilian Outpost,354,10727
HIP 112095,-67.03125,-99.5625,34.21875,2080893,Dufay Vision,Mining Outpost,73,61893
HIP 63354,51.21875,160.875,42.1875,1195414,Smith Landing,Coriolis Starport,20,74488
Bengga,-88.0625,39.84375,-158.3125,1099,Dobrovolski City,Orbis Starport,67,63913
Zlota Lung,45.5625,77.34375,88.6875,1611,Carter Orbital,Coriolis Starport,962,27228
Atunung,150.75,-207.34375,5.4375,3849,Normand Mines,Mining Outpost,8,65586
Beliu An,107.53125,37.53125,-89.6875,16542,Roed Odegaard Port,Coriolis Starport,15,32745
Baijio,61.5625,17,61.71875,2125151,Onizuka Colony,Industrial Outpost,785,69146
Gandra,48.46875,-85.75,-45.3125,3630,Adragna Terminal,Coriolis Starport,19,3231
Taexalis,-29.84375,-171.25,60.5625,46406,Oshima Terminal,Mining Outpost,3164,65380
LHS 531,16.03125,-18.0625,14.375,4317158,Carrasco Orbital,Coriolis Starport,6259,49990
HIP 89806,-115.46875,36.28125,143.15625,42066,Sanger Orbital,Civilian Outpost,1827,18998
Bendi,-82.8125,61,65.0625,1199,Young Hub,Commercial Outpost,519,17887
Orulas,76.75,-141.375,-120.375,758,Thierree Works,Industrial Outpost,444,4653
HIP 82030,-84.71875,81.96875,49.75,1985,al-Haytham's Claim,Industrial Outpost,74,72082
Bestii,11.84375,-52.53125,55.4375,5554864,Noon Port,Civilian Outpost,1830,28675
Juradhis,61.53125,-221.25,120.78125,25977,Harrington Orbital,Mining Outpost,71,17306
Marrenses,104.71875,-13.46875,85.59375,22212,Zholobov Station,Orbis Starport,21,62624
Chowei,-20.8125,-8.84375,46.8125,3508218,Dzhanibekov Station,Civilian Outpost,60,22238
Tewinicnii,38.5625,-219.25,-62.15625,20143,Elbakyan Enterprise,Ocellus Starport,372,61827
HIP 30944,-3.5,31.46875,-147.15625,1854,Preuss Orbital,Orbis Starport,89,43349
Ek Zi Gu,142.5625,-84.71875,-30.03125,3488,Harrington Station,Coriolis Starport,94,74401
14 Herculis,-36.71875,41.6875,14.125,20589,Cleve Hub,Orbis Starport,37,34003
Li Hsi Suix,192.40625,-117.875,74.03125,2221,Elmore City,Orbis Starport,51,32544
Praavapri,102.71875,-97.1875,85.625,4946,Carter Landing,Industrial Outpost,248,69765
BD-21 1074,22.4375,-20.9375,-24.53125,3712,Celsius Terminal,Civilian Outpost,2748,50640
Ngaruayanka,-23.71875,-32.65625,28.625,2423,Erdos Port,Industrial Outpost,402,1714
BD+34 1740,10.84375,47.65625,-82,5000,Abetti Vision,Coriolis Starport,232,15720
Dassapic,79.9375,113.3125,-3.21875,1288,Ray Enterprise,Mining Outpost,81096,6710
Kameni,55.84375,-28.8125,-59.96875,3288041,Zelazny City,Orbis Starport,330,18668
Ross 920,74.28125,123.75,12.4375,3330077,Hartsfield Landing,Industrial Outpost,24,50571
