system_name,x,y,z,population,stations_name,stations_type,stations_distance_to_star,Stations_controlling_minor_faction_id,stations_allegiance
Aruan,-85.78125,-117.78125,-1.40625,5222,Lacaille Prospect,Coriolis Starport,39,Federation,LeMat partnership 
Winians,-138.46875,-70.59375,80.40625,4993,Gaspar de Portola Dock,Orbis Starport,669,Independent,Comana Resistance 
Nat9481,29.09375,-41.75,-99.09375,50,Glushko City,Civilian Outpost,22359,Empire,HIP 599 Empire League 
7 Kappa Delphini,-76.78125,-31.78125,52.40625,32524,Wilhelm Station,Coriolis Starport,243,Alliance,Capoya First 
Mayapok,48.53125,-182.90625,-19.96875,54979,Julian Settlement,Civilian Outpost,245,Independent,Laniakea 
Arabrigur,-0.5,-149.15625,86.96875,5172586,Newcomb Dock,Coriolis Starport,1225,Independent,Burn Hill Syndicate 
BD+02 305,-8.90625,-28.84375,-17.90625,7990921,Berners-Lee Hub,Coriolis Starport,29,Independent,V902 Centauri Fortune Solutions 
Bhaguthians,110.375,87.5,9.09375,1363,Crossfield Stop,Industrial Outpost,1256,Federation,Revolutionary Gl 606.1 B Coalition 
G 41-14,7.9375,7.71875,-9.4375,3065518,Kovalevskaya Refinery,Ocellus Starport,2875,Federation,Wolf 1373 Industry 
Beta Pavonis,55.875,-80.375,93.125,134551,Bulychev Relay,Industrial Outpost,366,Independent,Dzivaruba One 
Malpi,-144.78125,31.6875,-15.5625,1414,Fulton City,Coriolis Starport,814,Independent,Sigma Geminorum Progressive Party 
Bugaguti,150.96875,-200.09375,103.375,4115,Wnuk-Lipinski Freeport,Civilian Outpost,203,Independent,Xiongandi Gold Society 
Orgelma,110,-10.0625,-113.21875,2844,Bunch Gateway,Orbis Starport,280,Independent,Independent LTT 15225 Progressive Party 
Bommatsuri,10.03125,-104.3125,-55.53125,413005256,Haise Horizons,Coriolis Starport,1841,Federation,Wolf 1039 Free 
HIP 2201,-53,-141.8125,-17.78125,13893,Dyson Station,Civilian Outpost,25,Empire,The Reliquary 
Poponteno,51.65625,-67.1875,-92.28125,3063,Magnus Landing,Civilian Outpost,1921,Alliance,CN Bootis Jet Allied Ltd 
Teurbolg,-143.25,-63.875,-57.25,959,Moore Dock,Mining Outpost,802,Independent,Unelinte Bureau 
Kupoli,66.78125,-55.75,-70.59375,3093,Lorrah Terminal,Industrial Outpost,732,Independent,United V640 Cassiopeia Justice Party 
Bidja,-40.5,-43.875,19.59375,1571,White City,Coriolis Starport,2577,Independent,Dominion of Mahimata 
HIP 7154,105.65625,-229.21875,33.5,7255,Hottot Station,Industrial Outpost,11,Independent,Paraudika Jet Drug Empire 
Cuacocha,-27.6875,-37.6875,10.90625,26625,Dilworth Hub,Orbis Starport,162,Empire,HIP 16094 Comms Ltd 
BD+37 2416,-22.96875,103.25,3.59375,21850,Babcock Dock,Industrial Outpost,264,Empire,Didawar Gold Legal Organisation 
Amenni,53.9375,44.65625,56.90625,1338,Morris Ring,Coriolis Starport,191,Federation,Muracing Silver Allied Group 
Daikul,114.0625,106.78125,-104.15625,3596,Saberhagen Station,Industrial Outpost,51,Independent,Pandinus Dynamic Ltd 
Nipitio,62.5,2.40625,140.6875,3241,Coulter Vision,Coriolis Starport,2520,Independent,Official HIP 70756 Law Party 
HIP 17719,-46.46875,-23.9375,-108.34375,4167,Bradley Prospect,Mining Outpost,1811,Empire,Silver Central Incorporated 
Ardiaei,-118.09375,-50.34375,54.09375,4142,Margulies Mines,Industrial Outpost,2915,Federation,Ross 209 Fortune Organisation 
Copian Xing,-83.65625,-26.8125,-45.21875,2184095,Volta Ring,Civilian Outpost,39,Federation,Democrats of Suyarang 
BD+29 3029,-54.03125,37.90625,40.59375,32610,Liska Dock,Industrial Outpost,2986,Federation,HR 1385 Central Limited 
Apino,100.625,-73.34375,58.53125,25151,Clauss Hub,Orbis Starport,81,Independent,Vanayequi Independents 
Saliti,-109.09375,97.8125,-34.65625,2113,Lindsey Hub,Coriolis Starport,2221,Independent,Yimanbin Nationalists 
Belgae,36.53125,-43.875,-111.9375,12744,Virtanen Gateway,Coriolis Starport,136,Federation,Revolutionary Party of Yavapai 
Ngarguna,26.03125,-21.6875,96.21875,20533,Rees Enterprise,Coriolis Starport,2374,Empire,Official HIP 115247 Autocracy 
HIP 84838,-96.0625,74.875,89.375,3060,Fujimori Terminal,Mining Outpost,186,Independent,StKM 1-626 General Services 
Angandracab,124.1875,-59.9375,31.1875,1860,Sugano Hub,Coriolis Starport,704,Independent,Cailli Co-operative 
Ross 709,-54.625,19.65625,41.34375,50588,al-Din al-Urdi Orbital,Orbis Starport,132,Empire,Sherones Citizens of Tradition 
Achar,-41.25,92.6875,-91.5625,14578,Cremona Settlement,Civilian Outpost,2310,Federation,LHS 184 Progressive Party 
Aracente,90.28125,-44.3125,54.75,63131,Lopez de Legazpi Ring,Coriolis Starport,67,Federation,Julana Fortune Services 
Cagnir,21.21875,143.0625,-72.46875,1268,Graham Terminal,Orbis Starport,755,Independent,Sublime Order of van Maanen's Star 
Ardh,99.5625,2.46875,1.78125,4889,Maria's Rest,Orbis Starport,459,Empire,Svass Exchange 
HIP 110105,140.0625,-177,151.03125,32788,Eilenberg Port,Industrial Outpost,96,Independent,Defence Party of Cauani 
Atroan,-46.09375,-100.71875,-154.375,1358,Szentmartony Orbital,Commercial Outpost,224,Independent,Allied Belliya Constitution Party 
Kpannon Di,-97.25,-70.40625,-95.03125,1702,Bolton Orbital,Coriolis Starport,182,Empire,Zhao Jet Transport Company 
Latola,28.34375,131.625,69.75,2104209,Piercy City,Civilian Outpost,2452,Independent,Social Kambarci Labour Union 
Carvii,70.34375,-63.0625,122.65625,4151,Margulies Freeport,Civilian Outpost,1045,Empire,LFT 1 Noblement 
Bragpurukab,-21.28125,-22.9375,97.71875,1867596,Meyrink Orbital,Coriolis Starport,7,Independent,The Crimson Flag 
Eleutsi,75.8125,17.78125,100.3125,3495,McArthur Terminal,Orbis Starport,12,Federation,People's Chana Future 
LTT 4312,81.375,53.40625,21.25,3367010,Harbaugh Station,Coriolis Starport,78,Federation,Values Party of LTT 4337 
Ahti,4.0625,-79.09375,-7.71875,32560,Gardner Landing,Coriolis Starport,1452,Federation,Kotaition Silver Energy Inc 
Loponnaruai,-100.90625,-99.125,-81.84375,1391,Furukawa Terminal,Civilian Outpost,53959,Independent,Pirates of Nemehi 
Abukunn,81.1875,-142.25,119.46875,3201,Tarter Dock,Orbis Starport,174,Empire,Wuthielo Ku Imperial Society 
Rhiannon,-22.90625,-42.09375,-8.84375,2234232,Hutton Colony,Civilian Outpost,2741,Independent,Defence Force of Waricare 
HIP 1003,-3.03125,-155.5625,23.53125,2376,Fulton Hangar,Civilian Outpost,1500,Independent,Delta Squadron 
Paeling,59.125,11.15625,134.21875,2723,Nomura Port,Mining Outpost,39,Empire,Achehoongat Energy Group 
BD+38 3327,-89.0625,27.90625,35,1375,Parker City,Ocellus Starport,12,Empire,Thosiao Empire Party 
HIP 102868,149.21875,-118.875,128.78125,1931,Walotsky Sanctuary,Mining Outpost,24,Empire,Freedom Party of Bavapri 
Beiwe,28.90625,-47,-13.625,5629056,Dana Port,Coriolis Starport,208743,Federation,Independent Moros Future 
Gitxsangni,111.5,-36.03125,69.96875,5189387,Mendeleev Gateway,Orbis Starport,696,Federation,Coriccha Power Partners 
Agulmasci,-17.84375,-30.375,118.0625,1532,West Gateway,Coriolis Starport,405,Alliance,Alioth Independents 
Col 285 Sector YF-M c8-8,26.8125,162.78125,-20.1875,205,Fincke Colony,Mining Outpost,538,Independent,The Mahara Absolute Kakistocracy 
Bavaringoni,-34.65625,-26.65625,47.6875,1895,Warren Prison Mine,Coriolis Starport,19,Alliance,LHS 2541 Alliance Combine 
Aulebegus,-28.15625,-44.21875,-47.09375,2030098,Piaget Orbital,Coriolis Starport,1200,Federation,Federal Tactical Force 
Lemayak,-171.875,-102.5,33.96875,9080,Sagan Gateway,Orbis Starport,1701,Empire,Zeta Microscopii United & Co 
LP 447-38,-34.6875,29.28125,41.53125,47865,Bullialdus Hub,Coriolis Starport,660,Empire,Rajito Crimson Legal Network 
Orishiali,-63.8125,-99.6875,100.5625,2238,Fourneyron Orbital,Civilian Outpost,15206,Federation,NLTT 57216 Free 
Mannona,-79.875,40.09375,37.59375,29350,Murphy Dock,Coriolis Starport,86,Independent,Union of Gliese 1272 Green Party 
BD+05 2131,44.03125,40.375,-43.875,5873798,Slade Settlement,Mining Outpost,218,Independent,Libertas Co-operative 
Antanasata,-183.84375,-55.21875,38.78125,1411,Grunsfeld Outpost,Civilian Outpost,647,Federation,Reneru Transport Industries 
Lyncis Sector MN-T b3-1,-88.46875,68.375,-136.65625,554835,Phillips Legacy,Planetary Port,368,Independent,V1703 Aquilae Natural Limited 
BD+14 2955,-34.1875,78.78125,70.84375,1348,Jones Vision,Industrial Outpost,402,Empire,Nzamnet Empire Consulate 
HIP 1672,142.34375,-230.8125,110.375,21430,Wiberg Hub,Orbis Starport,9,Independent,Crimson State Group 
Bhada,64.03125,-35.8125,8.84375,17206,Kovalevskaya Dock,Civilian Outpost,608,Federation,Hu Jona Natural Systems 
Aguaroing,57.53125,-39.1875,141.625,1781,Lee Horizons,Industrial Outpost,13,Independent,Aristocrats of Anali 
Jupagalk,64.5625,-130.78125,-54.03125,3835,Hornoch Dock,Coriolis Starport,310,Empire,Jamundi Crimson Comms Network 
Synteri,-121,-87.53125,65.65625,2568,Hyecho Port,Ocellus Starport,1275,Independent,Co-op of HR 8210 
Gangbetae,-103.625,-31.21875,92.6875,1796,Hedin Gateway,Orbis Starport,2665,Empire,Bureau of LTT 1483 Defence Force 
Balante,-34.21875,-66.1875,-102.15625,1398651,Dixon Station,Mining Outpost,1089,Empire,Rabakshany Guardians 
Ngurungo,58.03125,-113.375,43.4375,3920,Underwood Stop,Mining Outpost,873,Federation,Tricates Purple Power Group 
Olurung,32.9375,-27.21875,-71.40625,1990,Bell Gateway,Coriolis Starport,186222,Empire,HIP 5099 Crimson Fortune Prtnrs 
Tjurodo,146.15625,-175.375,48.78125,2382,Potagos Vision,Coriolis Starport,373,Independent,HIP 24777 Ltd 
Rukarwadja,100.90625,-184.125,39.625,9529603064,Carver Mines,Military Outpost,2625,Independent,Valkups Liberty Party 
CD-73 253,103.28125,-64.84375,27.28125,45000,Celebi Hub,Industrial Outpost,6,Alliance,CR Draco Pro-Alliance Party 
Aegidal,127.65625,54.09375,-81.65625,12475,Diamond Port,Coriolis Starport,13721,Federation,BD+33 3582 Gold Public Int 
HIP 14684,14.90625,-96.6875,-72.96875,55756,Coulter Hub,Mining Outpost,9,Alliance,LP 128-32 Corporation 
Kuunggati,-89.09375,33.34375,-28.4375,1630032,Yang Hub,Coriolis Starport,444,Alliance,Wolf 406 Transport & Co 
Bang Mu,-77.71875,-42.5,15.5,28668,Harbaugh Hub,Civilian Outpost,37,Federation,Rish Blue Travel Company 
Kundalini,161.53125,-161.59375,-56.4375,5236,Nicholson Terminal,Orbis Starport,1629,Alliance,12 d Bootis Alliance Consulate 
Ross 769,-26.34375,-38.09375,42.03125,2989,Sunyaev Hub,Coriolis Starport,765,Empire,Tetone Patron's Principles 
NLTT 14641,97.625,-65.1875,35.03125,68713,Ford Gateway,Ocellus Starport,2371,Federation,Detta PLC 
Stribes,115.25,-98.46875,-60.21875,4307,Keeler Horizons,Coriolis Starport,354,Empire,Kokopatji Gold Fortune Exchange 
HIP 73128,-23.9375,153.09375,96.625,2634,Ulloa Dock,Orbis Starport,95923,Empire,First Imperial Fleet 
Caria,59.40625,-123.75,-73.46875,4565433,Thiele Port,Orbis Starport,527,Independent,Traditional Dajoar Movement 
CD-49 1643,84.84375,-62,-21.21875,4277574,Veach Hangar,Civilian Outpost,8,Federation,LHS 2166 Crimson Netcoms Ind 
HIP 72753,-42.78125,128.59375,50.84375,1758,Hubble Gateway,Scientific Outpost,30538,Federation,Perkunas Organisation 
Ahmetes,116.5625,-96.71875,89.625,1805,Jameson Memorial,Orbis Starport,326,Pilots Federation,Pilots Federation Local Branch 
BPM 590,-2.40625,-105.5625,0.6875,5841202,Lyne Holdings,Military Outpost,2368,Empire,CD-53 136 Partners 
Aurgel,89.125,-96.28125,32.4375,23626,Sharipov Hub,Coriolis Starport,5488,Federation,United Brahma Revolutionary Party 
Djabushis,-30.96875,-31.90625,34.0625,2393085,Low Enterprise,Ocellus Starport,368,Independent,Interstellar Line 
Dharawal,-106.125,2.65625,73.09375,1713,Pettit Port,Commercial Outpost,417,Independent,Dukes of Muthi 
Akba Ataci,-36.125,-73.40625,49.21875,21114,Zhen Dock,Coriolis Starport,1928,Independent,Diamond Frogs 
Harram,-6.03125,-0.75,111.625,1143,Zander Vision,Scientific Outpost,656,Empire,Afli Patron's Principles 
Annar,19.96875,-132.9375,53.5625,66255,Bosch Dock,Orbis Starport,158,Federation,Independent BD-01 3500 Liberals 
HIP 56791,137.59375,128.59375,23.78125,2653,Gaensler City,Orbis Starport,200,Empire,Purple Operations 
Baraluhet,-29.40625,-19.71875,-119.125,2364,Giles Colony,Industrial Outpost,773,Federation,Kungurutii Gold Power Org 
Angirasa,71.625,44.21875,140.125,3589,Teng-hui Gateway,Industrial Outpost,53,Federation,Hill Pa Hsi Liberals 
HIP 114746,-15.4375,-112.96875,40.0625,2018,Manakov Orbital,Ocellus Starport,46,Federation,Dharina Resistance 
Juipedi,90.96875,-13.28125,74.84375,4498096,Maunder Hub,Civilian Outpost,2160,Empire,Suteruku Patron's Principles 
G 107-65,-6.59375,22.625,-48.0625,2051,Hurston Hub,Industrial Outpost,2399,Federation,OU Geminorum Industry 
Apotec,-122.96875,110.15625,-9.375,2569,Quator Station,Coriolis Starport,141,Alliance,Alliance Rapid-reaction Corps 
Narvernaca,-21.15625,-150.625,107.4375,4064,Hussenot Station,Industrial Outpost,125,Empire,Su Lin Patron's Principles 
Eburnatiate,-26.53125,-136.96875,-32.03125,1237,Yaping City,Industrial Outpost,496,Federation,Progressive Party of Lalande 39866 
Hementrim,-160.4375,13.90625,-70.125,124160,Remek Platform,Civilian Outpost,354,Federation,United Anapos Liberals 
HIP 112095,-67.03125,-99.5625,34.21875,2080893,Dufay Vision,Mining Outpost,73,Empire,Chira Empire League 
HIP 63354,51.21875,160.875,42.1875,1195414,Smith Landing,Coriolis Starport,20,Independent,New Nagnutli People's Party 
Bengga,-88.0625,39.84375,-158.3125,1099,Dobrovolski City,Orbis Starport,67,Federation,Adeo Independents 
Zlota Lung,45.5625,77.34375,88.6875,1611,Carter Orbital,Coriolis Starport,962,Independent,Anezgan Jet State Commodities 
Atunung,150.75,-207.34375,5.4375,3849,Normand Mines,Mining Outpost,8,Independent,Pleutef as one 
Beliu An,107.53125,37.53125,-89.6875,16542,Roed Odegaard Port,Coriolis Starport,15,Empire,The Imperial Inquisition 
Baijio,61.5625,17,61.71875,2125151,Onizuka Colony,Industrial Outpost,785,Federation,BD+18 1461 Solutions 
Gandra,48.46875,-85.75,-45.3125,3630,Adragna Terminal,Coriolis Starport,19,Empire,Atrigga Citizens' Forum 
Taexalis,-29.84375,-171.25,60.5625,46406,Oshima Terminal,Mining Outpost,3164,Independent,Visho Ring 
LHS 531,16.03125,-18.0625,14.375,4317158,Carrasco Orbital,Coriolis Starport,6259,Alliance,CX Com Silver Comms Limited 
HIP 89806,-115.46875,36.28125,143.15625,42066,Sanger Orbital,Civilian Outpost,1827,Empire,Chih Zhua Imperial Society 
Bendi,-82.8125,61,65.0625,1199,Young Hub,Commercial Outpost,519,Empire,Conservatives of Cockaigne 
Orulas,76.75,-141.375,-120.375,758,Thierree Works,Industrial Outpost,444,Empire,Thosinautas Empire League 
HIP 82030,-84.71875,81.96875,49.75,1985,al-Haytham's Claim,Industrial Outpost,74,Independent,Shili Dynamic Corp. 
Bestii,11.84375,-52.53125,55.4375,5554864,Noon Port,Civilian Outpost,1830,Independent,Revolutionary Lamia Confederacy 
Juradhis,61.53125,-221.25,120.78125,25977,Harrington Orbital,Mining Outpost,71,Empire,Moyot Citizens' Forum 
Marrenses,104.71875,-13.46875,85.59375,22212,Zholobov Station,Orbis Starport,21,Independent,Tewi'xilak Regulatory State 
Chowei,-20.8125,-8.84375,46.8125,3508218,Dzhanibekov Station,Civilian Outpost,60,Federation,Saya Resistance 
Tewinicnii,38.5625,-219.25,-62.15625,20143,Elbakyan Enterprise,Ocellus Starport,372,Empire,Cab Silver Natural Interstellar 
HIP 30944,-3.5,31.46875,-147.15625,1854,Preuss Orbital,Orbis Starport,89,Federation,Lalande 18115 Natural Network 
Ek Zi Gu,142.5625,-84.71875,-30.03125,3488,Harrington Station,Coriolis Starport,94,Empire,United Dangtei League 
14 Herculis,-36.71875,41.6875,14.125,20589,Cleve Hub,Orbis Starport,37,Federation,Adle's Armada 
Li Hsi Suix,192.40625,-117.875,74.03125,2221,Elmore City,Orbis Starport,51,Empire,Aluriates Empire Consulate 
Praavapri,102.71875,-97.1875,85.625,4946,Carter Landing,Industrial Outpost,248,Independent,Nobles of HIP 93645 
BD-21 1074,22.4375,-20.9375,-24.53125,3712,Celsius Terminal,Civilian Outpost,2748,Federation,Kipsigines Vision Partners 
Ngaruayanka,-23.71875,-32.65625,28.625,2423,Erdos Port,Industrial Outpost,402,Independent,The L.O.S.P. 
BD+34 1740,10.84375,47.65625,-82,5000,Abetti Vision,Coriolis Starport,232,Empire,Duro Patron's Principles 
Dassapic,79.9375,113.3125,-3.21875,1288,Ray Enterprise,Mining Outpost,81096,Federation,Crimson Dynamic Commodities 
Kameni,55.84375,-28.8125,-59.96875,3288041,Zelazny City,Orbis Starport,330,Independent,Progressive Party of HIP 33287 
Ross 920,74.28125,123.75,12.4375,3330077,Hartsfield Landing,Industrial Outpost,24,Federation,Sigru Democrats 
Er Long,122.0625,-131.75,124.78125,266166,Holdstock Market,Orbis Starport,204,Empire,Findja Empire Assembly 
BD+07 4267,-82.5,-20.59375,76.65625,36733,Davies Station,Coriolis Starport,280,Independent,Sublime Order of van Maanen's Star 
Apinayimas,-19.03125,41.34375,-102.875,23518,Titius Station,Orbis Starport,532,Empire,Cemiess Imperial Society 
MET 20,-34.40625,-55.5,-89.75,11944460868,Leichhardt Station,Coriolis Starport,705,Federation,Neritus Ltd 
Aluroua,26.90625,-73.96875,154.84375,1160,White Terminal,Orbis Starport,693,Federation,Triton Independents 
Indines,28.21875,173.15625,-31.15625,7036,Planck Dock,Mining Outpost,592,Federation,LHS 1857 Jet Galactic Systems 
Lahaunai,97.84375,1,120.03125,1681,MacLeod Platform,Civilian Outpost,2784,Independent,Future of Guayambaan 
Chuencani,-115.9375,23.75,-141.21875,1474,Bushnell Enterprise,Scientific Outpost,666,Federation,Ho Hsien Corporation 
Aryanka,-69.4375,-17.59375,92.46875,1143,Remek Colony,Civilian Outpost,877,Federation,Independents of Isleta 
Daibamba,-116.65625,-15.9375,-62.3125,3665668,Forrester Port,Coriolis Starport,32,Federation,Marana Network 
HIP 117236,-89.1875,-106.84375,-13.53125,16184,Gurragchaa Station,Industrial Outpost,1707,Federation,Movement for Wakawal Free 
Changkhulym,141.375,-28.875,44.125,3757653,Snyder Terminal,Ocellus Starport,117,Independent,Briganii Partners 
Ildaker,-125.90625,-2.90625,-8.8125,18569,Markov Enterprise,Orbis Starport,746,Independent,Matlehi Blue Public Industries 
CPD-23 501,60.59375,35.3125,0.625,6481684,Piccard Dock,Orbis Starport,13734,Alliance,Perez Ring Brewery 
Ngandrusa,166.5,-104.5625,100.03125,1555,Ito Gateway,Commercial Outpost,635,Federation,Bilskirnir Systems 
Chuan Shun,75.65625,-215.15625,-62.3125,3301,Pudwill Gorie Hub,Scientific Outpost,597,Federation,LHS 2771 Silver Major Comms 
Coritures,105.6875,46.5625,104.96875,1038,Shane Gleeson's Habitat,Orbis Starport,429,Empire,Liabeze Patron's Party 
Biatae,58.5,-78.59375,174.09375,1062,Schachner Dock,Coriolis Starport,59,Federation,Fong Wang Limited 
Edin,27.1875,-43.96875,-12.21875,5277339,de Caminha Station,Orbis Starport,367,Federation,Lushertha Silver General Ind 
Damoch,78.75,-26.4375,87.25,1847,Picacio Station,Civilian Outpost,3680,Empire,NLTT 9447 Empire Pact 
Decis,-82.5625,-64.875,61.59375,1810,Shiner Port,Civilian Outpost,16,Federation,Ross 104 Blue Public Solutions 
Coelerni,-16.34375,-106.5,119.96875,11019,Brady Horizons,Coriolis Starport,8337,Federation,Workers of Gooheimar Alliance 
Reien Di,132.90625,-128.46875,111.25,2666749,Thollon Enterprise,Scientific Outpost,95,Empire,Addovichs Noblement 
Parenni,-39.0625,-72.46875,-60.78125,2585592,Zel'dovich Ring,Ocellus Starport,52400,Empire,Arasiri Patron's Principles 
WISE J000517,-19.46875,-9.59375,-8.25,27116,Agnesi Enterprise,Civilian Outpost,35,Independent,Bamuti League 
Aburokul,-117.40625,99.75,-54.40625,1895578,Herreshoff Gateway,Coriolis Starport,477,Independent,The Dukes of Mikunn 
LHS 3677,-60.9375,-40.375,34.75,2124731,Andoyer Dock,Industrial Outpost,6080,Empire,Manianscudo Guardians 
Herus,38.96875,60.4375,-123.375,1328441,Bliss Hangar,Industrial Outpost,532,Empire,Apoyas Holdings 
Nauo,-46.40625,7.03125,122.09375,2217,Grigorovich Gateway,Scientific Outpost,17718,Empire,Chick Bara Empire Party 
Forseti,59.625,-143.875,-47.625,2357,Garratt Settlement,Industrial Outpost,398,Federation,People's Blati Coalition 
Belach,10.75,-56.375,-60.53125,31809,Jernigan Horizons,Industrial Outpost,821,Empire,B.I.G. - Balkan Intergalactic Guerilla 
Dang Po,-61.3125,30.28125,-144.75,3983,Sherrington Platform,Industrial Outpost,254,Federation,Coalition of Suchagga 
